Código-Actividades;Titulo-Actividades;Código-NIC
451617;Observar si hay tendencias suicidas.;4516
200712;Observar si hay toxicidad digitálica (informe de niveles en suero por encima del margen terapéutico, comprobar la frecuencia y el ritmo cardíacos antes de administrar la dosis, y vigilar por si hubiera efectos secundarios), si es el caso.;2007
200218;Observar si hay toxicidad digitálica (p. ej., informe de niveles en suero por encima del margen terapéutico, monitorizar frecuencia y ritmo cardíacos antes de la administración de la dosis, y observar si hay efectos secundarios), si procede.;2002
262020;Observar si hay trastornos visuales: diplopía, nistagmo, cortes del campo visual, visión borrosa y agudeza visual.;2620
266023;Observar si hay tromboflebitis y trombosis de venas profundas.;2660
640227;Observar si hay un deterioro progresivo de estado físico o emocional del bebé/niño.;6402
640026;Observar si hay un deterioro progresivo del cuidado físico y emocional del niño/adulto dependiente en el seno familiar.;6400
640418;Observar si hay una extrema sumisión a las exigencias de los cuidadores o una sumisión pasiva a procedimientos invasivos.;6404
359007;Observar si hay zonas de decoloración y magulladuras en la piel y las membranas mucosas y pérdida de integridad.;3590
350011;Observar si hay zonas de enrojecimiento o solución de continuidad de la piel.;3500
359005;Observar si hay zonas de presión y fricción.;3590
116022;Observar si la boca/labios están inflamados, enrojecidos y agrietados.;1160
105604;Observar si la colocación de la sonda es correcta inspeccionando la cavidad bucal, comprobando si hay residuo gástrico o escuchado durante la inyección y extracción del aire, según el protocolo del centro.;1056
116024;Observar si la lengua es de color escarlata, magenta o crudo.;1160
116008;Observar si la piel está seca, descamada, con despigmentación.;1160
359010;Observar si la ropa queda ajustada.;3590
202009;Observar si la ventilación es adecuada.;2020
116021;Observar si las uñas tienen forma de cuchara, están quebradizas, con aristas.;1160
413014;Observar si las venas del cuello están distendidas, si hay crepitación pulmonar, edema periférico y ganancia de peso.;4130
200001;Observar si los electrólitos en suero son anormales, según disponibilidad.;2000
208001;Observar si los niveles de electrólitos en suero son anormales, si existe disponibilidad.;2080
410613;Observar si producen efectos secundarios por los medicamentos anticoagulantes, si corresponde.;4106
201017;Observar si reproducen manifestaciones gastrointestinales originadas por la hipofosfatemia (náuseas, vómitos, anorexia, función hepática deteriorada e hipertensión portal).;2010
421017;"Observar si reproducen rotura del balón (evaluar la resistencia al inflarlo y permitir que el balón se desinfle de forma pasiva; después, obtener la presión capilar pulmonar/arterial enclavada).";4210
697429;Observar si se eleva el tórax sin distensión gástrica para comprobar la colocación.;6974
200219;Observar si se ha producido una ingesta de potasio accidental (p. ej., potasio de penicilina G o dietético), si procede.;2002
672015;Observar si se presenta el cordón en la nuca.;6720
668023;Observar si se presenta el trio de Cushing (presión del pulso ancha, bradicardia y aumento de la presión sistólica).;6680
420022;Observar si se presentan signos y síntomas asociados a la flebitis por la infusión e infecciones locales.;4200
380005;Observar si se presentan síntomas asociados con la hipotermia: fatiga, debilidad, confusión, apatía, deterioro de la coordinación, habla con mala articulación, escalofríos y cambios de color de la piel.;3800
168005;Observar si se produce algún cambio en las uñas.;1680
380016;Observar si se produce choque de calentamiento.;3800
187411;Observar si se produce diarrea.;1874
230212;Observar si se produce el alivio del dolor, efectos secundarios o reacciones adversas por la medicación administrada.;2302
200220;Observar si se produce el efecto terapéutico del diurético (p. ej., aumento de la producción de orina, disminución de PVC/PCWP y disminución de sonidos respiratorios adventicios).;2002
074023;Observar si se produce estreñimiento.;0740
200125;Observar si se produce hipercalcemia recurrente de 1 a 3 días posteriores al cese de las medidas terapéuticas;2001
200229;Observar si se produce hipercaliemia asociada a una reacción sanguínea, si correspondiera.;2002
200124;Observar si se produce hipocalcemia derivada de un tratamiento agresivo de la hipercalcemia;2001
200228;Observar si se produce hipocaliemia por rebote (diuresis excesiva, excesivo uso de resinas de intercambio de cationes y con posterioridad a la diálisis).;2002
201003;Observar si se produce la disminución de fosfato como consecuencia de la disminución de la ingesta y absorción (hambre, hiperalimentación sin fosfato, vómitos, enfermedad pancreática o del intestino delgado, diarrea e ingestión de antiácidos con aluminio o hidróxido de magnesio).;2010
215019;Observar si se produce perforación intestinal o fuga de líquidos.;2150
417027;Observar si se produce poliuria.;4170
421015;Observar si se produce progresión hacia delante del catéter pulmonar que resulte en un enclavado espontáneo, y notificarlo al médico.;4210
423815;Observar si se produce retorno sanguíneo en la aguja;4238
200617;Observar si se produce un aumento de la tetania como consecuencia de la hiperventilación o presión de nervios eferentes (por cruzar las piernas), si procede.;2006
201005;Observar si se produce una disminución de los niveles de fosfato derivada de cambios extra o intracelulares (administración de glucosa, administración de insulina, alcalosis e hiperalimentación).;2010
201004;Observar si se produce una disminución de los niveles de fosfato derivada de la pérdida renal (hipocaliemia, hipomagnesemia y envenenamiento con metales pesados, alcohol, hemodiálisis con dializado pobre en fosfato, diuréticos tiazídicos y deficiencia de vitamina D).;2010
200610;Observar si se producen  efectos secundarios como consecuencia de la administración i.v. de calcio ionizado  (cloruro cálcico), como aumento de los efectos de digital, intoxicación digitálica, bradicardia,hipotensión postural, paro cardíaco, tromboflebitis, daños en tejidos blandos con extravasación, coágulos y formación de trombos, si procede.;2006
660008;Observar si se producen alteraciones en la integridad de la piel y tratarlas adecuadamente.;6600
660019;Observar si se producen anorexia, náuseas, vómitos, cambios en el sentido del gusto, esofagitis y diarrea en el paciente, si procede.;6600
648609;Observar si se producen cambios en el estado de seguridad del ambiente.;6486
422020;Observar si se producen complicaciones inmediatas, como hemorragias, daños en tendones o nervios, descompresión cardiaca, distrés respiratorio o embolia por el catéter.;4220
094013;Observar si se producen complicaciones por la inmovilidad.;0940
335021;Observar si se producen crepitantes, si es el caso.;3350
451411;Observar si se producen depresión y/o tendencias suicidas.;4514
380022;Observar si se producen desequilibrios  ácido-base.;3800
201002;Observar si se producen desequilibrios de los electrólitos asociados a la hipofosfatemia (hipocaliemia, hipomagnesemia, alcalosis respiratoria, acidosis metabólica).;2010
200803;Observar si se producen desequilibrios de los electrólitos asociados a la hipomagnesemia (hipocaliemia, hipocalcemia), si procede.;2008
200902;Observar si se producen desequilibrios de los electrólitos asociados a la hiponatremia (hipocaliemia, acidosis metabólica e hipoglucemia).;2009
380021;Observar si se producen desequilibrios en los electrólitos.;3800
202003;Observar si se producen desequilibrios ácido-base.;2020
451408;Observar si se producen distorsiones de la imagen corporal y anorexia.;4514
226014;Observar si se producen efectos adversos como consecuencia de la medicación, incluyendo agitación, depresión respiratoria, hipotensión, somnolencia indebida, hipoxemia, arritmias, apnea o exacerbación de un estado preexistente.;2260
330028;Observar si se producen efectos adversos de la ventilación mecánica (p.ej.,desviación traqueal, infección, barotraumatismo, volutrauma, gasto cardíaco reducido, distensión gástrica, enfisema subcutáneo).;3300
238007;Observar si se producen efectos adversos derivados de los fármacos.;2380
230020;Observar si se producen efectos adversos, toxicidad e interacciones en el paciente por los medicamentos administrados.;2300
042016;Observar si se producen efectos secundarios como consecuencia de la solución de irrigación o la medicación oral.;0420
208025;Observar si se producen efectos secundarios como consecuencia del suplemento de electrólitos prescrito (irritación GI).;2080
686017;Observar si se producen efectos secundarios de la terapia con tocolíticos, incluyendo la pérdida de reflejos de los tendones profundos si se administra sulfato de magnesio.;6860
435235;Observar si se producen efectos secundarios de los medicamentos y los resultados de conducta deseados.;4352
255022;Observar si se producen efectos secundarios derivados de la terapia con anticoagulantes.;2550
435422;Observar si se producen efectos secundarios derivados de la utilización de fármacos en el paciente y los resultados esperados.;4354
200808;Observar si se producen efectos secundarios derivados del reemplazo de magnesio por vía i.v. (enrojecimiento, sudores, sensación de calor e hipocalcemia), si procede.;2008
047011;Observar si se producen efectos secundarios por la administración de medicamentos.;0470
410416;Observar si se producen efectos secundarios por la medicación anticoagulante, si corresponde.;4104
651021;Observar si se producen efectos secundarios y los efectos terapéuticos deseados por la medicación.;6510
173012;Observar si se producen efectos terapéuticos derivados de los anestésicos tópicos, pastas de protección bucal y analgésicos tópicos o sistémicos, si procede.;1730
171006;Observar si se producen efectos terapéuticos derivados de los anestésicos tópicos, pastas de protección oral y analgésicos tópicos o sistemáticos, según el caso .;1710
668019;Observar si se producen esquemas respiratorios anormales (Cheyne-Stokes, Kussmaul, Biot, apneústico, atáxico y suspiros excesivos).;6680
695007;Observar si se producen hemorragias o retortijones.;6950
435426;Observar si se producen impulsos de autolesión en el paciente que puedan progresar hacia pensamientos/gestos de suicidio.;4354
238009;Observar si se producen interacciones no terapéuticas por la medicación.;2380
200619;Observar si se producen manifestaciones cardiovasculares como resultado de la hipocalcemia (disminución de la contractilidad, disminución del gasto cardíaco, hipotensión, segmento ST alargado e intervalo QT prolongado).;2006
200919;Observar si se producen manifestaciones cardiovasculares como resultado de la hiponatremia (hipotensión, presión sanguínea elevada, piel fría y húmeda, poca turgencia cutánea e hipo o hipervolemia).;2009
201015;Observar si se producen manifestaciones cardiovasculares derivadas de la hipofosfatemia (disminución de la contractilidad, disminución del gasto cardíaco, insuficiencia cardíaca y ectopia).;2010
200817;"Observar si se producen manifestaciones cardíacas como consecuencia de hipomagnesemia (p. ej., complejos QRS ensanchados, torsades de pointes, taquicardia ventricular; ondas T aplanadas; segmentos ST deprimidos; QT prolongado; ectopia, taquicardia, elevación del nivel sérico de digoxina).";2008
