Código-Indicador;Titulo-Indicador;Código-Escala;Código-Resultado
250003;El abuso emocional ha cesado.;7;2500
250004;El abuso sexual ha cesado.;7;2500
250006;La explotación económico ha cesado.;7;2500
250101;Planes para salir de la situación.;5;2501
250102;Seguridad de la residencia.;5;2501
250103;Planes para evitar el abuso.;5;2501
250104;Aplicación del plan para evitar el abuso.;5;2501
250105;Seguridad propia.;5;2501
250106;Seguridad de los niños.;5;2501
250108;Autodefensa.;5;2501
250110;Abandono cuando la relación no es segura.;5;2501
250111;Ruptura de la relación.;5;2501
250112;Limitación del contacto con el abusador.;5;2501
250113;Facilitación del asesoramiento para la persona abusada.;5;2501
250114;Seguridad del adulto dependiente.;5;2501
250115;Uso de la orden de alejamiento.;5;2501
250116;Apoyo social.;5;2501
250201;Depresión.;13;2502
250202;Autoconfianza.;7;2502
250203;Autoestima.;7;2502
250204;Afecto apropiado para la situación.;7;2502
250205;Intentos de suicidio.;13;2502
250206;Conductas psiconeuróticas secundarias a traumatismos.;13;2502
250207;Búsqueda de inatención apropiada por los demás.;13;2502
250208;Trastornos de conducta secundarios a traumatismos.;13;2502
250209;Dificultades de aprendizaje secundarios a traumatismos.;13;2502
250210;Conducta autolesiva.;13;2502
250211;Conductas neuróticas.;13;2502
250212;Control de los impulsos.;7;2502
250213;Autodefensa.;7;2502
250214;Sentimientos.;7;2502
250215;Reconocimiento de relación abusiva.;7;2502
250217;Comodidad por regresar a casa.;7;2502
250218;Introspección en la relación abusiva.;7;2502
250219;Interacción social positiva.;7;2502
250220;Relaciones interpersonales positivas.;7;2502
250221;Ajuste positivo al cambio en la reorganización de la vida.;7;2502
250301;Control de las posesiones personales.;7;2503
250302;Acceso a la Seguridad Social y al ingreso de una pensión.;7;2503
250303;Control de la economía personal.;7;2503
250304;Control de aspectos legales.;7;2503
250305;Ejercicio de derechos legales.;7;2503
250306;Control de la retirada de dinero de una(s) cuenta(s).;7;2503
250308;Conocimiento sobre aspectos legales.;7;2503
250309;Participación en la planificación de la seguridad financiera.;7;2503
250311;Control de los ingresos ganados.;7;2503
250312;Protección de los activos financieros.;7;2503
250313;Beneficios recibidos por orden judicial.;7;2503
250315;Conocimiento sobre activos financieros.;7;2503
250316;Implicación de la profesión de elección.;7;2503
250401;Curación de lesiones físicas.;7;2504
250402;Evacuación intestinal regular.;7;2504
250403;Tratamiento oportuno de lesiones.;7;2504
250404;Obtención de asistencia sanitaria terapéutica cuando fue necesaria.;7;2504
250405;Obtención de asistencia sanitaria preventiva cuando fue necesaria.;7;2504
250407;Resolución de problemas de salud física.;7;2504
250408;Nutrición adecuada.;7;2504
250409;Continencia urinaria.;7;2504
250411;Evidencia de respuesta esperada al tratamiento.;7;2504
250501;Verbalización de los detalles del abuso.;13;2505
250502;Reconocimiento del derecho a revelar la situación abusiva.;7;2505
250503;Verbalización de sentimientos sobre el abuso.;13;2505
250504;Verbalización de los sentimientos de culpa.;13;2505
250505;Expresiones de derecho a haber sido protegido del abuso.;7;2505
250507;Trastornos del sueño.;13;2505
250508;Depresión.;13;2505
250509;Expresiones de ira de manera no destructiva.;7;2505
250510;Autodefensa.;7;2505
250511;Sentimientos.;7;2505
250512;Expresiones de esperanza.;7;2505
250513;Conducta compatible con las normas sociales.;7;2505
250514;Evidencia de relaciones no abusivas con el mismo sexo.;7;2505
250515;Evidencia de relaciones no abusivas con el sexo opuesto.;7;2505
250518;Trastornos de la conducta alimentaria.;13;2505
250519;Automutilación.;13;2505
250520;Initentos de suicidio.;13;2505
250521;Verbalización de información precisa sobre el funcionamiento sexual.;7;2505
250523;Curación de lesiones físicas.;7;2505
250524;Expresiones de comodidad con la identidad sexual.;7;2505
250525;Expresiones de comodidad con la orientación sexual.;7;2505
250601;Satisfacción con la vida.;4;2506
250602;Sensación de control.;4;2506
250603;Autoestima.;4;2506
250604;Temor.;3;2506
250605;Resentimiento.;3;2506
250606;Culpa.;3;2506
250607;Depresión.;3;2506
250608;Frustración.;3;2506
250609;Ambivalencia con respecto a la situación.;3;2506
250610;Certeza sobre el futuro.;4;2506
250611;Relación social percibida.;4;2506
250612;Bienestar espiritual percibido.;4;2506
250613;Cargas percibidas.;3;2506
250614;Idoneidad de los recursos percibida.;4;2506
250615;Uso de fármacos psicotrópicos.;3;2506
250702;Patrón de sueño-descanso.;4;2507
250703;Presión arterial.;4;2507
250704;Nivel de energía.;4;2507
250705;Comodidad física.;4;2507
250706;Nivel de movilidad.;4;2507
250707;Resistencia a la infección.;4;2507
250708;Función física.;4;2507
250709;Peso.;4;2507
250710;Función gastrointestinal.;4;2507
250711;Consumo de medicación.;4;2507
250712;Salud general percibida.;4;2507
250715;Buena forma física.;4;2507
250716;Función cardíaca.;4;2507
250717;Función pulmonar.;4;2507
250718;Estado nutricional.;4;2507
250719;Estado cognitivo.;4;2507
250801;Satisfacción de la salud física.;8;2508
250802;Satisfacción con la salud emocional.;8;2508
250803;Satisfacción con el estilo de vida.;8;2508
250804;Satisfacción con la realización de los roles habituales.;8;2508
250805;Satisfacción con el apoyo social.;8;2508
250806;Satisfacción con el apoyo instrumental.;8;2508
250807;Apoyo del profesional sanitario.;8;2508
250808;Satisfacción con las relaciones sociales.;8;2508
250809;Rol del cuidador.;8;2508
250811;La familia comparte las responsabilidades de los cuidados.;8;2508
250812;Disponibilidad de descansos.;8;2508
250813;Capacidad para el afrontamiento.;8;2508
250814;Recursos económicos para los cuidados.;8;2508
250901;Apego emocional al feto.;1;2509
250902;Superación de las molestias de la gestación.;1;2509
250903;Labilidad emocional.;1;2509
250904;Cambio de peso.;1;2509
250905;Edema.;3;2509
250906;Cefalea.;3;2509
250907;Orientación cognitiva.;1;2509
250908;Agudeza visual.;1;2509
250909;Actividad comicial.;3;2509
250910;Reflejos neurológicos.;1;2509
250911;Náuseas.;3;2509
250912;Dolor abdominal.;3;2509
250913;Dolor epigástrico.;3;2509
250914;Sangrado vaginal.;3;2509
250915;Leucorrea.;3;2509
250916;Presión arterial.;1;2509
250917;Frecuencia del pulso radial.;1;2509
250918;Temperatura corporal.;1;2509
250919;Proteinuria.;1;2509
250920;Glucosuria.;1;2509
250921;Glucemia.;1;2509
250922;Hemoglobina.;1;2509
250923;Enzimas hepáticas.;1;2509
250924;Hemograma.;1;2509
250926;Frecuencia cardíaca apical.;1;2509
250927;Pirosis;3;2509
250928;Vómitos.;3;2509
250929;Frecuencia respiratoria.;1;2509
251001;Mecanismos de superación.;1;2510
251003;Uso de técnicas para facilitar el parto.;1;2510
251004;Frecuencia de las contracciones uterinas.;1;2510
251005;Duración de las contracciones uterinas.;1;2510
251006;Intensidad de las contracciones uterinas.;1;2510
251007;Progresión de la dilatación cervical.;1;2510
251008;Sangrado vaginal.;3;2510
251009;Presión arterial.;1;2510
251010;Frecuencia del pulso radial.;1;2510
251011;Glucemia.;1;2510
251012;Temperatura corporal.;1;2510
251013;Diuresis.;1;2510
251014;Agudeza visual.;1;2510
251015;Orientación cognitiva.;1;2510
251016;Reflejos neurológicos.;1;2510
251017;Actividad comicial.;3;2510
251018;Cefalea.;3;2510
251019;Dolor epigástrico.;3;2510
251021;Frecuencia cardíaca apical.;1;2510
251022;Dolor con contracciones.;3;2510
251023;Dolor de espalda.;3;2510
251024;Náuseas.;3;2510
251025;Vómitos.;3;2510
251101;Equilibrio emocional.;1;2511
251102;Comodidad.;1;2511
251103;Presión arterial.;1;2511
251104;Frecuencia cardíaca apical.;1;2511
251105;Circulación periférica.;1;2511
251106;Altura del fondo uterino.;1;2511
251107;Características de los loquios.;1;2511
251108;Repleción mamaria.;1;2511
251109;Comodidad de las mamas.;1;2511
251110;Curación perineal.;1;2511
251111;Curación de la herida.;1;2511
251112;Temperatura corporal.;1;2511
251113;Infección.;3;2511
251114;Eliminación urinaria.;1;2511
251115;Evacuación intestinal.;1;2511
251116;Ingesta de sólidos y líquidos.;1;2511
251117;Actividad física.;1;2511
251118;Resistencia.;1;2511
251119;Enzimas hepáticas.;1;2511
251120;Hemoglobina.;1;2511
251121;Recuento leucocitario.;1;2511
251123;Frecuencia cardíaca radial.;1;2511
251124;Color de los loquios.;1;2511
251125;Dolor incisional.;3;2511
251126;Fatiga.;3;2511
251127;Hemorragia vaginal.;3;2511
251128;Depresión.;3;2511
251201;Higiene personal adecuada.;7;2512
251202;Hambre.;13;2512
251205;Se viste de forma apropiada para el clima.;7;2512
251206;Ambiente de vida limpio.;7;2512
251207;Ambiente de vida seguro.;7;2512
251208;Piel intacta.;13;2512
251209;Supervisión adecuada.;7;2512
251210;Manifiesta interés por vivir.;7;2512
251211;Expresa amor propio.;7;2512
251212;Expresa esperanza.;7;2512
251213;Cumple las necesidades emocionales.;7;2512
251214;Recibe asistencia sanitaria apropiada.;7;2512
251215;Recibe la dieta recomendada.;7;2512
251216;Recibe la pauta de medicación.;7;2512
251217;Recibe equipamiento o dispositivos apropiados.;7;2512
251218;Crecimiento normal.;7;2512
251219;Recibe estimulación cognitiva.;7;2512
251220;Desarrollo normal.;7;2512
251221;Responsabilidades apropiadas para la edad.;7;2512
251223;Abuso de sustancias psicoactivas.;13;2512
251224;Conducta compatible con las normas sociales.;7;2512
251227;Fatiga.;13;2512
251228;Desnutrición.;13;2512
251229;Deshidratación.;13;2512
251230;Conducta de búsqueda de atención inadecuada.;13;2512
251301;Evidencia de que la desatención física ha cesado.;7;2513
251302;Evidencia de que la desatención emocional ha cesado.;7;2513
251303;Evidencia de que la desantención económica ha cesado.;7;2513
251304;Evidencia de que la desatención espiritual ha cesado.;7;2513
251305;Evidencia de que la desatención de asistencia sanitaria ha cesado.;7;2513
251401;Reconocimiento de relaciones abusivas.;7;2514
251402;Curación de lesiones fisiológicas.;7;2514
251403;Curación de lesiones físicas.;7;2514
251404;Curación de lesiones físicas debidas a abuso sexual.;7;2514
251405;Curación de lesiones psicológicas debidas a abuso sexual.;7;2514
251406;Control de las finanzas personales después de explotación económica.;7;2514
251407;Control de asuntos legales después de explotación económica.;7;2514
251408;Demostración de autoestima.;7;2514
251409;Expresiones de sentimientos permitidos.;7;2514
251410;Demostración de relaciones interpersonales positivas.;7;2514
260002;La familia permite a los miembros desempeñar el papel de flexibilidad.;9;2600
260003;Afronta los problemas.;9;2600
260005;Controla los problemas.;9;2600
260006;Implica a los miembros de la familia en la toma de decisiones.;9;2600
260007;Expresa libremente sentimientos y emociones.;9;2600
260009;Utiliza estrategias para reducir el estrés.;9;2600
260010;Busca atención para las necesidades de todos los miembros de la familia.;9;2600
260011;Establece prioridades.;9;2600
260012;Establece programas para la rutina y actividades familiares.;9;2600
260013;Organiza momentos de descanso.;9;2600
260014;Tiene un plan de emergencia.;9;2600
260015;Mantiene la estabilidad financiera.;9;2600
260019;Comparte responsabilidad en tareas familiares.;9;2600
260020;Establece la flexibilidad de los roles.;9;2600
260021;Utiliza estrategias para controlar el conflicto de la familia.;9;2600
260022;Expresa la necesidad de asistencia familiar.;9;2600
260023;Obtiene ayuda familiar.;9;2600
260024;Utiliza el sistema de apoyo familiar disponible.;9;2600
260025;Utiliza los recursos de la comunidad disponibles.;9;2600
260101;Participa en actividades conjuntas.;9;2601
260102;Participa en las tradiciones de la familia.;9;2601
260103;Asiste de forma regular a los servicios religiosos.;9;2601
260105;Participa en actividades recreativas.;9;2601
260106;Fija normas.;9;2601
260108;Mantiene el hogar limpio.;9;2601
260109;Se apoyan unos a otros.;9;2601
260110;Proporciona intimidad a los miembros de la familia.;9;2601
260111;Estimula a los miembros de la familia a ser independientes.;9;2601
260112;Participa en el proceso de toma de decisiones.;9;2601
260113;Trabajan conjuntamente para satisfacer los objetivos.;9;2601
260114;Comparte sentimientos y problemas con los miembros de la familia.;9;2601
260115;Discute aspectos importantes para la familia;9;2601
260116;Soluciona problemas observados.;9;2601
260117;Favorece la cohesión.;9;2601
260119;Participa en eventos de la comunidad.;9;2601
260120;Comparte problemas con otros.;9;2601
260121;Mantiene relaciones con la familia extensa.;9;2601
260122;Mantiene relaciones con los amigos.;9;2601
260123;Establece la rutina familiar.;9;2601
260124;Mantiene la rutina familiar.;9;2601
260125;Fomenta actividades que estipulan la madurez.;9;2601
260126;Fomenta el aprendizaje de por vida.;9;2601
260201;Socializa los nuevos miembros de la familia.;9;2602
260202;Cuida de los miembros dependientes de la familia.;9;2602
260203;Regula la conducta de los miembros.;9;2602
260204;Distribuye las responsabilidades entre los miembros.;9;2602
260205;Los miembros representan los roles esperados.;9;2602
260206;Mantiene estables las tradiciones.;9;2602
260208;Se adapta a los cambios de desarrollo.;9;2602
260209;Se adapta a crisis inesperadas.;9;2602
260210;Obtiene los recursos adecuados para satisfacer las necesidades de los miembros de la familia.;9;2602
260211;Crea un entorno donde los miembros puedan expresar libremente sus sentimientos.;9;2602
260212;Acepta la diversidad entre los miembros de la familia.;9;2602
260213;Implica a los miembros en la resolución de problemas.;9;2602
260214;Implica a los miembros en la resolución de conflictos.;9;2602
260216;Los miembros pasan tiempo juntos.;9;2602
260217;Los miembros expresan su acuerdo con la familia.;9;2602
260218;Los miembros expresan su lealtad a la familia.;9;2602
260219;Los miembros participan en actividades de la comunidad.;9;2602
260221;Los miembros son receptivos a nuevas ideas.;9;2602
260222;Los miembros se apoyan entre si.;9;2602
260223;Los miembros se ayudan unos a otros.;9;2602
260301;Los miembros manifiestan lealtad.;9;2603
260302;Los miembros manifiestan lazos fuertes con la familia.;9;2603
260303;Existe afecto manifestado entre los miembros de la familia.;9;2603
260304;Se ayudan entre sí para ejecutar los roles y las tareas diarias.;9;2603
260305;Interacciona frecuentemente con toda la familia.;9;2603
260306;Los miembros comparten pensamiento, sentimientos, intereses, preocupaciones.;9;2603
260307;Los miembros se comunican de forma abierta y honesta entre sí.;9;2603
260308;Implica a los miembros de la familia en la resolución de conflictos.;9;2603
260309;Implica a los miembros de la familia en la resolución de problemas.;9;2603
260310;Estimula la autonomía e independencia individuales.;9;2603
260311;Preparan y comen juntos la comida.;9;2603
260312;Participan juntos en actividades recreativas.;9;2603
260313;Participa en los rituales de la familia.;9;2603
260314;Participa en las tradiciones de la familia.;9;2603
260315;Proporciona apoyo durante los períodos de crisis.;9;2603
260403;Mantiene las rutinas habituales.;9;2604
260405;Adapta el programa para satisfacer las necesidades del miembro afectado.;9;2604
260406;Satisface las necesidades físicas de los miembros de la familia.;9;2604
260407;Satisface las necesidades psicosociales de los miembros de la familia.;9;2604
260408;Satisface las necesidades de desarrollo de los miembros de la familia.;9;2604
260412;Proporciona actividades apropiadas para la edad o capacidad de los individuos afectados.;9;2604
260413;Organiza actividades para evitar la vergüenza del individuo afectado.;9;2604
260414;Organiza el medio ambiente para desviar la atención o evitar la vergüenza del individuo afectado.;9;2604
260415;Utiliza grupos de apoyo de la comunidad.;9;2604
260417;Reconoce el potencial de deterioro para alterar las rutinas de la familia.;9;2604
260418;Explica que la vida familiar ha vuelto al estado precrisis.;9;2604
260419;Mantiene actividades y rutinas si procede.;9;2604
260420;Mantiene las expectativas habituales para el miembro.;9;2604
260501;Participa en la planificación asistencial.;9;2605
260502;Participa en la asistencia sanitaria profesional.;9;2605
260503;Proporciona información importante.;9;2605
260504;Obtiene información necesaria.;9;2605
